group_id,input_time,input_file_t0,input_file_t3,input_file_t10,input_file_t13,target_0h_expected,target_0h_actual,target_0h_file,target_0h_mode,target_0h_diff_sec,target_1h_expected,target_1h_actual,target_1h_file,target_1h_mode,target_1h_diff_sec,target_2h_expected,target_2h_actual,target_2h_file,target_2h_mode,target_2h_diff_sec,target_3h_expected,target_3h_actual,target_3h_file,target_3h_mode,target_3h_diff_sec
1305,2025-08-19 03:00:07,NHB250819030007.RAWLLRJ,NHB250819030304.RAWLLRN,NHB250819031007.RAWLLRS,NHB250819031304.RAWK3LS,2025-08-19 03:00:07,2025-08-19 03:00:07,NHB250819030007.RAWLLRJ,Long Range,0.0,2025-08-19 04:00:07,2025-08-19 04:00:07,NHB250819040007.RAWK3MP,Long Range,0.0,2025-08-19 05:00:07,2025-08-19 05:00:07,NHB250819050007.RAWK3NZ,Long Range,0.0,2025-08-19 06:00:07,2025-08-19 06:00:09,NHB250819060009.RAWK3R8,Long Range,2.0
1306,2025-08-19 03:20:07,NHB250819032007.RAWK3LV,NHB250819032304.RAWK3LZ,NHB250819033008.RAWK3M2,NHB250819033303.RAWK3M6,2025-08-19 03:20:07,2025-08-19 03:20:07,NHB250819032007.RAWK3LV,Long Range,0.0,2025-08-19 04:20:07,2025-08-19 04:20:08,NHB250819042008.RAWK3N4,Long Range,1.0,2025-08-19 05:20:07,2025-08-19 05:20:07,NHB250819052007.RAWK3PD,Long Range,0.0,2025-08-19 06:20:07,2025-08-19 06:20:08,NHB250819062008.RAWK3RN,Long Range,1.0
1307,2025-08-19 03:40:08,NHB250819034008.RAWK3M9,NHB250819034304.RAWK3MD,NHB250819035008.RAWK3MG,NHB250819035303.RAWK3ML,2025-08-19 03:40:08,2025-08-19 03:40:08,NHB250819034008.RAWK3M9,Long Range,0.0,2025-08-19 04:40:08,2025-08-19 04:40:08,NHB250819044008.RAWK3NJ,Long Range,0.0,2025-08-19 05:40:08,2025-08-19 05:40:09,NHB250819054009.RAWK3PU,Long Range,1.0,2025-08-19 06:40:08,2025-08-19 06:40:08,NHB250819064008.RAWK3S3,Long Range,0.0
1308,2025-08-19 04:00:07,NHB250819040007.RAWK3MP,NHB250819040303.RAWK3MU,NHB250819041008.RAWK3MX,NHB250819041303.RAWK3N1,2025-08-19 04:00:07,2025-08-19 04:00:07,NHB250819040007.RAWK3MP,Long Range,0.0,2025-08-19 05:00:07,2025-08-19 05:00:07,NHB250819050007.RAWK3NZ,Long Range,0.0,2025-08-19 06:00:07,2025-08-19 06:00:09,NHB250819060009.RAWK3R8,Long Range,2.0,2025-08-19 07:00:07,2025-08-19 07:00:08,NHB250819070008.RAWK3SH,Long Range,1.0
1309,2025-08-19 04:20:08,NHB250819042008.RAWK3N4,NHB250819042303.RAWK3N8,NHB250819043008.RAWK3NB,NHB250819043303.RAWK3NF,2025-08-19 04:20:08,2025-08-19 04:20:08,NHB250819042008.RAWK3N4,Long Range,0.0,2025-08-19 05:20:08,2025-08-19 05:20:07,NHB250819052007.RAWK3PD,Long Range,1.0,2025-08-19 06:20:08,2025-08-19 06:20:08,NHB250819062008.RAWK3RN,Long Range,0.0,2025-08-19 07:20:08,2025-08-19 07:20:07,NHB250819072007.RAWK3SY,Long Range,1.0
1310,2025-08-19 04:40:08,NHB250819044008.RAWK3NJ,NHB250819044304.RAWK3NN,NHB250819045008.RAWK3NS,NHB250819045303.RAWK3NW,2025-08-19 04:40:08,2025-08-19 04:40:08,NHB250819044008.RAWK3NJ,Long Range,0.0,2025-08-19 05:40:08,2025-08-19 05:40:09,NHB250819054009.RAWK3PU,Long Range,1.0,2025-08-19 06:40:08,2025-08-19 06:40:08,NHB250819064008.RAWK3S3,Long Range,0.0,2025-08-19 07:40:08,2025-08-19 07:40:08,NHB250819074008.RAWK3TC,Long Range,0.0
1311,2025-08-19 05:00:07,NHB250819050007.RAWK3NZ,NHB250819050304.RAWK3P3,NHB250819051007.RAWK3P6,NHB250819051303.RAWK3PA,2025-08-19 05:00:07,2025-08-19 05:00:07,NHB250819050007.RAWK3NZ,Long Range,0.0,2025-08-19 06:00:07,2025-08-19 06:00:09,NHB250819060009.RAWK3R8,Long Range,2.0,2025-08-19 07:00:07,2025-08-19 07:00:08,NHB250819070008.RAWK3SH,Long Range,1.0,2025-08-19 08:00:07,2025-08-19 08:00:08,NHB250819080008.RAWK3TT,Long Range,1.0
1312,2025-08-19 05:20:07,NHB250819052007.RAWK3PD,NHB250819052303.RAWK3PH,NHB250819053008.RAWK3PL,NHB250819053303.RAWK3PR,2025-08-19 05:20:07,2025-08-19 05:20:07,NHB250819052007.RAWK3PD,Long Range,0.0,2025-08-19 06:20:07,2025-08-19 06:20:08,NHB250819062008.RAWK3RN,Long Range,1.0,2025-08-19 07:20:07,2025-08-19 07:20:07,NHB250819072007.RAWK3SY,Long Range,0.0,2025-08-19 08:20:07,2025-08-19 08:20:07,NHB250819082007.RAWK3U7,Long Range,0.0
1313,2025-08-19 05:40:09,NHB250819054009.RAWK3PU,NHB250819054304.RAWK3PY,NHB250819055008.RAWK3R1,NHB250819055303.RAWK3R5,2025-08-19 05:40:09,2025-08-19 05:40:09,NHB250819054009.RAWK3PU,Long Range,0.0,2025-08-19 06:40:09,2025-08-19 06:40:08,NHB250819064008.RAWK3S3,Long Range,1.0,2025-08-19 07:40:09,2025-08-19 07:40:08,NHB250819074008.RAWK3TC,Long Range,1.0,2025-08-19 08:40:09,2025-08-19 08:40:08,NHB250819084008.RAWK3UM,Long Range,1.0
1314,2025-08-19 06:00:09,NHB250819060009.RAWK3R8,NHB250819060303.RAWK3RC,NHB250819061008.RAWK3RF,NHB250819061303.RAWK3RK,2025-08-19 06:00:09,2025-08-19 06:00:09,NHB250819060009.RAWK3R8,Long Range,0.0,2025-08-19 07:00:09,2025-08-19 07:00:08,NHB250819070008.RAWK3SH,Long Range,1.0,2025-08-19 08:00:09,2025-08-19 08:00:08,NHB250819080008.RAWK3TT,Long Range,1.0,2025-08-19 09:00:09,2025-08-19 09:00:07,NHB250819090007.RAWK3V2,Long Range,2.0
1315,2025-08-19 06:20:08,NHB250819062008.RAWK3RN,NHB250819062304.RAWK3RT,NHB250819063008.RAWK3RW,NHB250819063303.RAWK3S0,2025-08-19 06:20:08,2025-08-19 06:20:08,NHB250819062008.RAWK3RN,Long Range,0.0,2025-08-19 07:20:08,2025-08-19 07:20:07,NHB250819072007.RAWK3SY,Long Range,1.0,2025-08-19 08:20:08,2025-08-19 08:20:07,NHB250819082007.RAWK3U7,Long Range,1.0,2025-08-19 09:20:08,2025-08-19 09:20:08,NHB250819092008.RAWK3VG,Long Range,0.0
1316,2025-08-19 06:40:08,NHB250819064008.RAWK3S3,NHB250819064303.RAWK3S7,NHB250819065008.RAWK3SA,NHB250819065303.RAWK3SE,2025-08-19 06:40:08,2025-08-19 06:40:08,NHB250819064008.RAWK3S3,Long Range,0.0,2025-08-19 07:40:08,2025-08-19 07:40:08,NHB250819074008.RAWK3TC,Long Range,0.0,2025-08-19 08:40:08,2025-08-19 08:40:08,NHB250819084008.RAWK3UM,Long Range,0.0,2025-08-19 09:40:08,2025-08-19 09:40:07,NHB250819094007.RAWK3VX,Long Range,1.0
1317,2025-08-19 07:00:08,NHB250819070008.RAWK3SH,NHB250819070303.RAWK3SM,NHB250819071008.RAWK3SR,NHB250819071304.RAWK3SV,2025-08-19 07:00:08,2025-08-19 07:00:08,NHB250819070008.RAWK3SH,Long Range,0.0,2025-08-19 08:00:08,2025-08-19 08:00:08,NHB250819080008.RAWK3TT,Long Range,0.0,2025-08-19 09:00:08,2025-08-19 09:00:07,NHB250819090007.RAWK3V2,Long Range,1.0,2025-08-19 10:00:08,2025-08-19 10:00:07,NHB250819100007.RAWK3WB,Long Range,1.0
1318,2025-08-19 07:20:07,NHB250819072007.RAWK3SY,NHB250819072303.RAWK3T2,NHB250819073007.RAWK3T5,NHB250819073304.RAWK3T9,2025-08-19 07:20:07,2025-08-19 07:20:07,NHB250819072007.RAWK3SY,Long Range,0.0,2025-08-19 08:20:07,2025-08-19 08:20:07,NHB250819082007.RAWK3U7,Long Range,0.0,2025-08-19 09:20:07,2025-08-19 09:20:08,NHB250819092008.RAWK3VG,Long Range,1.0,2025-08-19 10:20:07,2025-08-19 10:20:08,NHB250819102008.RAWK3WS,Long Range,1.0
1319,2025-08-19 07:40:08,NHB250819074008.RAWK3TC,NHB250819074303.RAWK3TG,NHB250819075007.RAWK3TK,NHB250819075303.RAWK3TP,2025-08-19 07:40:08,2025-08-19 07:40:08,NHB250819074008.RAWK3TC,Long Range,0.0,2025-08-19 08:40:08,2025-08-19 08:40:08,NHB250819084008.RAWK3UM,Long Range,0.0,2025-08-19 09:40:08,2025-08-19 09:40:07,NHB250819094007.RAWK3VX,Long Range,1.0,2025-08-19 10:40:08,2025-08-19 10:40:07,NHB250819104007.RAWK3X6,Long Range,1.0
1320,2025-08-19 08:00:08,NHB250819080008.RAWK3TT,NHB250819080303.RAWK3TX,NHB250819081007.RAWK3U0,NHB250819081304.RAWK3U4,2025-08-19 08:00:08,2025-08-19 08:00:08,NHB250819080008.RAWK3TT,Long Range,0.0,2025-08-19 09:00:08,2025-08-19 09:00:07,NHB250819090007.RAWK3V2,Long Range,1.0,2025-08-19 10:00:08,2025-08-19 10:00:07,NHB250819100007.RAWK3WB,Long Range,1.0,2025-08-19 11:00:08,2025-08-19 11:00:08,NHB250819110008.RAWK3XL,Long Range,0.0
1321,2025-08-19 08:20:07,NHB250819082007.RAWK3U7,NHB250819082304.RAWK3UB,NHB250819083008.RAWK3UE,NHB250819083303.RAWK3UJ,2025-08-19 08:20:07,2025-08-19 08:20:07,NHB250819082007.RAWK3U7,Long Range,0.0,2025-08-19 09:20:07,2025-08-19 09:20:08,NHB250819092008.RAWK3VG,Long Range,1.0,2025-08-19 10:20:07,2025-08-19 10:20:08,NHB250819102008.RAWK3WS,Long Range,1.0,2025-08-19 11:20:07,2025-08-19 11:20:07,NHB250819112007.RAWK3Y1,Long Range,0.0
1322,2025-08-19 08:40:08,NHB250819084008.RAWK3UM,NHB250819084305.RAWK3US,NHB250819085008.RAWK3UV,NHB250819085304.RAWK3UZ,2025-08-19 08:40:08,2025-08-19 08:40:08,NHB250819084008.RAWK3UM,Long Range,0.0,2025-08-19 09:40:08,2025-08-19 09:40:07,NHB250819094007.RAWK3VX,Long Range,1.0,2025-08-19 10:40:08,2025-08-19 10:40:07,NHB250819104007.RAWK3X6,Long Range,1.0,2025-08-19 11:40:08,2025-08-19 11:40:08,NHB250819114008.RAWK3YF,Long Range,0.0
1323,2025-08-19 09:00:07,NHB250819090007.RAWK3V2,NHB250819090304.RAWK3V6,NHB250819091009.RAWK3V9,NHB250819091303.RAWK3VD,2025-08-19 09:00:07,2025-08-19 09:00:07,NHB250819090007.RAWK3V2,Long Range,0.0,2025-08-19 10:00:07,2025-08-19 10:00:07,NHB250819100007.RAWK3WB,Long Range,0.0,2025-08-19 11:00:07,2025-08-19 11:00:08,NHB250819110008.RAWK3XL,Long Range,1.0,2025-08-19 12:00:07,2025-08-19 12:00:08,NHB250819120008.RAWK3YW,Long Range,1.0
1324,2025-08-19 09:20:08,NHB250819092008.RAWK3VG,NHB250819092304.RAWK3VL,NHB250819093008.RAWK3VP,NHB250819093303.RAWK3VU,2025-08-19 09:20:08,2025-08-19 09:20:08,NHB250819092008.RAWK3VG,Long Range,0.0,2025-08-19 10:20:08,2025-08-19 10:20:08,NHB250819102008.RAWK3WS,Long Range,0.0,2025-08-19 11:20:08,2025-08-19 11:20:07,NHB250819112007.RAWK3Y1,Long Range,1.0,2025-08-19 12:20:08,2025-08-19 12:20:07,NHB250819122007.RAWK3ZA,Long Range,1.0
1325,2025-08-19 09:40:07,NHB250819094007.RAWK3VX,NHB250819094303.RAWK3W1,NHB250819095008.RAWK3W4,NHB250819095304.RAWK3W8,2025-08-19 09:40:07,2025-08-19 09:40:07,NHB250819094007.RAWK3VX,Long Range,0.0,2025-08-19 10:40:07,2025-08-19 10:40:07,NHB250819104007.RAWK3X6,Long Range,0.0,2025-08-19 11:40:07,2025-08-19 11:40:08,NHB250819114008.RAWK3YF,Long Range,1.0,2025-08-19 12:40:07,2025-08-19 12:40:09,NHB250819124009.RAWK3ZR,Long Range,2.0
1326,2025-08-19 10:00:07,NHB250819100007.RAWK3WB,NHB250819100304.RAWK3WF,NHB250819101008.RAWK3WJ,NHB250819101303.RAWK3WN,2025-08-19 10:00:07,2025-08-19 10:00:07,NHB250819100007.RAWK3WB,Long Range,0.0,2025-08-19 11:00:07,2025-08-19 11:00:08,NHB250819110008.RAWK3XL,Long Range,1.0,2025-08-19 12:00:07,2025-08-19 12:00:08,NHB250819120008.RAWK3YW,Long Range,1.0,2025-08-19 13:00:07,2025-08-19 13:00:08,NHB250819130008.RAWK405,Long Range,1.0
1327,2025-08-19 10:20:08,NHB250819102008.RAWK3WS,NHB250819102304.RAWK3WW,NHB250819103008.RAWK3WZ,NHB250819103303.RAWK3X3,2025-08-19 10:20:08,2025-08-19 10:20:08,NHB250819102008.RAWK3WS,Long Range,0.0,2025-08-19 11:20:08,2025-08-19 11:20:07,NHB250819112007.RAWK3Y1,Long Range,1.0,2025-08-19 12:20:08,2025-08-19 12:20:07,NHB250819122007.RAWK3ZA,Long Range,1.0,2025-08-19 13:20:08,2025-08-19 13:20:07,NHB250819132007.RAWK40K,Long Range,1.0
1328,2025-08-19 10:40:07,NHB250819104007.RAWK3X6,NHB250819104305.RAWK3XA,NHB250819105008.RAWK3XD,NHB250819105303.RAWK3XH,2025-08-19 10:40:07,2025-08-19 10:40:07,NHB250819104007.RAWK3X6,Long Range,0.0,2025-08-19 11:40:07,2025-08-19 11:40:08,NHB250819114008.RAWK3YF,Long Range,1.0,2025-08-19 12:40:07,2025-08-19 12:40:09,NHB250819124009.RAWK3ZR,Long Range,2.0,2025-08-19 13:40:07,2025-08-19 13:40:08,NHB250819134008.RAWK410,Long Range,1.0
1329,2025-08-19 11:00:08,NHB250819110008.RAWK3XL,NHB250819110303.RAWK3XR,NHB250819111008.RAWK3XU,NHB250819111303.RAWK3XY,2025-08-19 11:00:08,2025-08-19 11:00:08,NHB250819110008.RAWK3XL,Long Range,0.0,2025-08-19 12:00:08,2025-08-19 12:00:08,NHB250819120008.RAWK3YW,Long Range,0.0,2025-08-19 13:00:08,2025-08-19 13:00:08,NHB250819130008.RAWK405,Long Range,0.0,2025-08-19 14:00:08,2025-08-19 14:00:09,NHB250819140009.RAWK41E,Long Range,1.0
1330,2025-08-19 11:20:07,NHB250819112007.RAWK3Y1,NHB250819112303.RAWK3Y5,NHB250819113007.RAWK3Y8,NHB250819113304.RAWK3YC,2025-08-19 11:20:07,2025-08-19 11:20:07,NHB250819112007.RAWK3Y1,Long Range,0.0,2025-08-19 12:20:07,2025-08-19 12:20:07,NHB250819122007.RAWK3ZA,Long Range,0.0,2025-08-19 13:20:07,2025-08-19 13:20:07,NHB250819132007.RAWK40K,Long Range,0.0,2025-08-19 14:20:07,2025-08-19 14:20:08,NHB250819142008.RAWK41V,Long Range,1.0
1331,2025-08-19 11:40:08,NHB250819114008.RAWK3YF,NHB250819114304.RAWK3YK,NHB250819115008.RAWK3YN,NHB250819115304.RAWK3YT,2025-08-19 11:40:08,2025-08-19 11:40:08,NHB250819114008.RAWK3YF,Long Range,0.0,2025-08-19 12:40:08,2025-08-19 12:40:09,NHB250819124009.RAWK3ZR,Long Range,1.0,2025-08-19 13:40:08,2025-08-19 13:40:08,NHB250819134008.RAWK410,Long Range,0.0,2025-08-19 14:40:08,2025-08-19 14:40:08,NHB250819144008.RAWK429,Long Range,0.0
1332,2025-08-19 12:00:08,NHB250819120008.RAWK3YW,NHB250819120303.RAWK3Z0,NHB250819121008.RAWK3Z3,NHB250819121304.RAWK3Z7,2025-08-19 12:00:08,2025-08-19 12:00:08,NHB250819120008.RAWK3YW,Long Range,0.0,2025-08-19 13:00:08,2025-08-19 13:00:08,NHB250819130008.RAWK405,Long Range,0.0,2025-08-19 14:00:08,2025-08-19 14:00:09,NHB250819140009.RAWK41E,Long Range,1.0,2025-08-19 15:00:08,2025-08-19 15:00:08,NHB250819150008.RAWK42P,Long Range,0.0
1333,2025-08-19 12:20:07,NHB250819122007.RAWK3ZA,NHB250819122303.RAWK3ZE,NHB250819123008.RAWK3ZH,NHB250819123304.RAWK3ZM,2025-08-19 12:20:07,2025-08-19 12:20:07,NHB250819122007.RAWK3ZA,Long Range,0.0,2025-08-19 13:20:07,2025-08-19 13:20:07,NHB250819132007.RAWK40K,Long Range,0.0,2025-08-19 14:20:07,2025-08-19 14:20:08,NHB250819142008.RAWK41V,Long Range,1.0,2025-08-19 15:20:07,2025-08-19 15:20:07,NHB250819152007.RAWK434,Long Range,0.0
1334,2025-08-19 12:40:09,NHB250819124009.RAWK3ZR,NHB250819124304.RAWK3ZV,NHB250819125007.RAWK3ZY,NHB250819125304.RAWK402,2025-08-19 12:40:09,2025-08-19 12:40:09,NHB250819124009.RAWK3ZR,Long Range,0.0,2025-08-19 13:40:09,2025-08-19 13:40:08,NHB250819134008.RAWK410,Long Range,1.0,2025-08-19 14:40:09,2025-08-19 14:40:08,NHB250819144008.RAWK429,Long Range,1.0,2025-08-19 15:40:09,2025-08-19 15:40:07,NHB250819154007.RAWK43J,Long Range,2.0
1335,2025-08-19 13:00:08,NHB250819130008.RAWK405,NHB250819130303.RAWK409,NHB250819131008.RAWK40C,NHB250819131303.RAWK40G,2025-08-19 13:00:08,2025-08-19 13:00:08,NHB250819130008.RAWK405,Long Range,0.0,2025-08-19 14:00:08,2025-08-19 14:00:09,NHB250819140009.RAWK41E,Long Range,1.0,2025-08-19 15:00:08,2025-08-19 15:00:08,NHB250819150008.RAWK42P,Long Range,0.0,2025-08-19 16:00:08,2025-08-19 16:00:08,NHB250819160008.RAWK43Z,Long Range,0.0
1336,2025-08-19 13:20:07,NHB250819132007.RAWK40K,NHB250819132303.RAWK40P,NHB250819133008.RAWK40T,NHB250819133303.RAWK40X,2025-08-19 13:20:07,2025-08-19 13:20:07,NHB250819132007.RAWK40K,Long Range,0.0,2025-08-19 14:20:07,2025-08-19 14:20:08,NHB250819142008.RAWK41V,Long Range,1.0,2025-08-19 15:20:07,2025-08-19 15:20:07,NHB250819152007.RAWK434,Long Range,0.0,2025-08-19 16:20:07,2025-08-19 16:20:08,NHB250819162008.RAWK44D,Long Range,1.0
1337,2025-08-19 13:40:08,NHB250819134008.RAWK410,NHB250819134304.RAWK414,NHB250819135008.RAWK417,NHB250819135303.RAWK41B,2025-08-19 13:40:08,2025-08-19 13:40:08,NHB250819134008.RAWK410,Long Range,0.0,2025-08-19 14:40:08,2025-08-19 14:40:08,NHB250819144008.RAWK429,Long Range,0.0,2025-08-19 15:40:08,2025-08-19 15:40:07,NHB250819154007.RAWK43J,Long Range,1.0,2025-08-19 16:40:08,2025-08-19 16:40:08,NHB250819164008.RAWK44U,Long Range,0.0
1338,2025-08-19 14:00:09,NHB250819140009.RAWK41E,NHB250819140303.RAWK41J,NHB250819141008.RAWK41M,NHB250819141303.RAWK41S,2025-08-19 14:00:09,2025-08-19 14:00:09,NHB250819140009.RAWK41E,Long Range,0.0,2025-08-19 15:00:09,2025-08-19 15:00:08,NHB250819150008.RAWK42P,Long Range,1.0,2025-08-19 16:00:09,2025-08-19 16:00:08,NHB250819160008.RAWK43Z,Long Range,1.0,2025-08-19 17:00:09,2025-08-19 17:00:08,NHB250819170008.RAWK458,Long Range,1.0
1339,2025-08-19 14:20:08,NHB250819142008.RAWK41V,NHB250819142304.RAWK41Z,NHB250819143008.RAWK422,NHB250819143304.RAWK426,2025-08-19 14:20:08,2025-08-19 14:20:08,NHB250819142008.RAWK41V,Long Range,0.0,2025-08-19 15:20:08,2025-08-19 15:20:07,NHB250819152007.RAWK434,Long Range,1.0,2025-08-19 16:20:08,2025-08-19 16:20:08,NHB250819162008.RAWK44D,Long Range,0.0,2025-08-19 17:20:08,2025-08-19 17:20:07,NHB250819172007.RAWK45N,Long Range,1.0
1340,2025-08-19 14:40:08,NHB250819144008.RAWK429,NHB250819144303.RAWK42D,NHB250819145008.RAWK42G,NHB250819145303.RAWK42L,2025-08-19 14:40:08,2025-08-19 14:40:08,NHB250819144008.RAWK429,Long Range,0.0,2025-08-19 15:40:08,2025-08-19 15:40:07,NHB250819154007.RAWK43J,Long Range,1.0,2025-08-19 16:40:08,2025-08-19 16:40:08,NHB250819164008.RAWK44U,Long Range,0.0,2025-08-19 17:40:08,2025-08-19 17:40:08,NHB250819174008.RAWK463,Long Range,0.0
1341,2025-08-19 15:00:08,NHB250819150008.RAWK42P,NHB250819150304.RAWK42U,NHB250819151008.RAWK42X,NHB250819151303.RAWK431,2025-08-19 15:00:08,2025-08-19 15:00:08,NHB250819150008.RAWK42P,Long Range,0.0,2025-08-19 16:00:08,2025-08-19 16:00:08,NHB250819160008.RAWK43Z,Long Range,0.0,2025-08-19 17:00:08,2025-08-19 17:00:08,NHB250819170008.RAWK458,Long Range,0.0,2025-08-19 18:00:08,2025-08-19 18:00:08,NHB250819180008.RAWK46H,Long Range,0.0
1342,2025-08-19 15:20:07,NHB250819152007.RAWK434,NHB250819152304.RAWK438,NHB250819153008.RAWK43B,NHB250819153303.RAWK43F,2025-08-19 15:20:07,2025-08-19 15:20:07,NHB250819152007.RAWK434,Long Range,0.0,2025-08-19 16:20:07,2025-08-19 16:20:08,NHB250819162008.RAWK44D,Long Range,1.0,2025-08-19 17:20:07,2025-08-19 17:20:07,NHB250819172007.RAWK45N,Long Range,0.0,2025-08-19 18:20:07,2025-08-19 18:20:07,NHB250819182007.RAWK46Y,Long Range,0.0
1343,2025-08-19 15:40:07,NHB250819154007.RAWK43J,NHB250819154304.RAWK43N,NHB250819155008.RAWK43S,NHB250819155303.RAWK43W,2025-08-19 15:40:07,2025-08-19 15:40:07,NHB250819154007.RAWK43J,Long Range,0.0,2025-08-19 16:40:07,2025-08-19 16:40:08,NHB250819164008.RAWK44U,Long Range,1.0,2025-08-19 17:40:07,2025-08-19 17:40:08,NHB250819174008.RAWK463,Long Range,1.0,2025-08-19 18:40:07,2025-08-19 18:40:08,NHB250819184008.RAWK47C,Long Range,1.0
1344,2025-08-19 16:00:08,NHB250819160008.RAWK43Z,NHB250819160305.RAWK443,NHB250819161007.RAWK446,NHB250819161304.RAWK44A,2025-08-19 16:00:08,2025-08-19 16:00:08,NHB250819160008.RAWK43Z,Long Range,0.0,2025-08-19 17:00:08,2025-08-19 17:00:08,NHB250819170008.RAWK458,Long Range,0.0,2025-08-19 18:00:08,2025-08-19 18:00:08,NHB250819180008.RAWK46H,Long Range,0.0,2025-08-19 19:00:08,2025-08-19 19:00:07,NHB250819190007.RAWK47T,Long Range,1.0
1345,2025-08-19 16:20:08,NHB250819162008.RAWK44D,NHB250819162304.RAWK44H,NHB250819163009.RAWK44L,NHB250819163303.RAWK44R,2025-08-19 16:20:08,2025-08-19 16:20:08,NHB250819162008.RAWK44D,Long Range,0.0,2025-08-19 17:20:08,2025-08-19 17:20:07,NHB250819172007.RAWK45N,Long Range,1.0,2025-08-19 18:20:08,2025-08-19 18:20:07,NHB250819182007.RAWK46Y,Long Range,1.0,2025-08-19 19:20:08,2025-08-19 19:20:08,NHB250819192008.RAWK487,Long Range,0.0
1346,2025-08-19 16:40:08,NHB250819164008.RAWK44U,NHB250819164304.RAWK44Y,NHB250819165008.RAWK451,NHB250819165303.RAWK455,2025-08-19 16:40:08,2025-08-19 16:40:08,NHB250819164008.RAWK44U,Long Range,0.0,2025-08-19 17:40:08,2025-08-19 17:40:08,NHB250819174008.RAWK463,Long Range,0.0,2025-08-19 18:40:08,2025-08-19 18:40:08,NHB250819184008.RAWK47C,Long Range,0.0,2025-08-19 19:40:08,2025-08-19 19:40:08,NHB250819194008.RAWK48M,Long Range,0.0
1347,2025-08-19 17:00:08,NHB250819170008.RAWK458,NHB250819170303.RAWK45C,NHB250819171007.RAWK45F,NHB250819171305.RAWK45K,2025-08-19 17:00:08,2025-08-19 17:00:08,NHB250819170008.RAWK458,Long Range,0.0,2025-08-19 18:00:08,2025-08-19 18:00:08,NHB250819180008.RAWK46H,Long Range,0.0,2025-08-19 19:00:08,2025-08-19 19:00:07,NHB250819190007.RAWK47T,Long Range,1.0,2025-08-19 20:00:08,2025-08-19 20:00:08,NHB250819200008.RAWK492,Long Range,0.0
1348,2025-08-19 17:20:07,NHB250819172007.RAWK45N,NHB250819172304.RAWK45T,NHB250819173008.RAWK45W,NHB250819173303.RAWK460,2025-08-19 17:20:07,2025-08-19 17:20:07,NHB250819172007.RAWK45N,Long Range,0.0,2025-08-19 18:20:07,2025-08-19 18:20:07,NHB250819182007.RAWK46Y,Long Range,0.0,2025-08-19 19:20:07,2025-08-19 19:20:08,NHB250819192008.RAWK487,Long Range,1.0,2025-08-19 20:20:07,2025-08-19 20:20:08,NHB250819202008.RAWK49G,Long Range,1.0
1349,2025-08-19 17:40:08,NHB250819174008.RAWK463,NHB250819174303.RAWK467,NHB250819175007.RAWK46A,NHB250819175304.RAWK46E,2025-08-19 17:40:08,2025-08-19 17:40:08,NHB250819174008.RAWK463,Long Range,0.0,2025-08-19 18:40:08,2025-08-19 18:40:08,NHB250819184008.RAWK47C,Long Range,0.0,2025-08-19 19:40:08,2025-08-19 19:40:08,NHB250819194008.RAWK48M,Long Range,0.0,2025-08-19 20:40:08,2025-08-19 20:40:08,NHB250819204008.RAWK49X,Long Range,0.0
1350,2025-08-19 18:00:08,NHB250819180008.RAWK46H,NHB250819180305.RAWK46M,NHB250819181008.RAWK46R,NHB250819181303.RAWK46V,2025-08-19 18:00:08,2025-08-19 18:00:08,NHB250819180008.RAWK46H,Long Range,0.0,2025-08-19 19:00:08,2025-08-19 19:00:07,NHB250819190007.RAWK47T,Long Range,1.0,2025-08-19 20:00:08,2025-08-19 20:00:08,NHB250819200008.RAWK492,Long Range,0.0,2025-08-19 21:00:08,2025-08-19 21:00:08,NHB250819210008.RAWK4AB,Long Range,0.0
1351,2025-08-19 18:20:07,NHB250819182007.RAWK46Y,NHB250819182304.RAWK472,NHB250819183008.RAWK475,NHB250819183304.RAWK479,2025-08-19 18:20:07,2025-08-19 18:20:07,NHB250819182007.RAWK46Y,Long Range,0.0,2025-08-19 19:20:07,2025-08-19 19:20:08,NHB250819192008.RAWK487,Long Range,1.0,2025-08-19 20:20:07,2025-08-19 20:20:08,NHB250819202008.RAWK49G,Long Range,1.0,2025-08-19 21:20:07,2025-08-19 21:20:09,NHB250819212009.RAWK4AS,Long Range,2.0
1352,2025-08-19 18:40:08,NHB250819184008.RAWK47C,NHB250819184303.RAWK47G,NHB250819185007.RAWK47K,NHB250819185304.RAWK47P,2025-08-19 18:40:08,2025-08-19 18:40:08,NHB250819184008.RAWK47C,Long Range,0.0,2025-08-19 19:40:08,2025-08-19 19:40:08,NHB250819194008.RAWK48M,Long Range,0.0,2025-08-19 20:40:08,2025-08-19 20:40:08,NHB250819204008.RAWK49X,Long Range,0.0,2025-08-19 21:40:08,2025-08-19 21:40:08,NHB250819214008.RAWK4B6,Long Range,0.0
1353,2025-08-19 19:00:07,NHB250819190007.RAWK47T,NHB250819190304.RAWK47X,NHB250819191008.RAWK480,NHB250819191303.RAWK484,2025-08-19 19:00:07,2025-08-19 19:00:07,NHB250819190007.RAWK47T,Long Range,0.0,2025-08-19 20:00:07,2025-08-19 20:00:08,NHB250819200008.RAWK492,Long Range,1.0,2025-08-19 21:00:07,2025-08-19 21:00:08,NHB250819210008.RAWK4AB,Long Range,1.0,2025-08-19 22:00:07,2025-08-19 22:00:07,NHB250819220007.RAWK4BL,Long Range,0.0
