filename,timestamp,mode,nsweeps,weighted_dbz,weather_class
NHB250819131303.RAWK40G,2025-08-19 13:13:03,Short Range,8,27.94,Clear
NHB250819132007.RAWK40K,2025-08-19 13:20:07,Long Range,4,28.76,Clear
NHB250819132303.RAWK40P,2025-08-19 13:23:03,Short Range,8,27.67,Clear
NHB250819133008.RAWK40T,2025-08-19 13:30:08,Long Range,4,31.85,Light rain
NHB250819133303.RAWK40X,2025-08-19 13:33:03,Short Range,8,26.71,Clear
NHB250819134008.RAWK410,2025-08-19 13:40:08,Long Range,4,27.47,Clear
NHB250819134304.RAWK414,2025-08-19 13:43:04,Short Range,8,25.42,Clear
NHB250819135008.RAWK417,2025-08-19 13:50:08,Long Range,4,27.23,Clear
NHB250819135303.RAWK41B,2025-08-19 13:53:03,Short Range,8,25.65,Clear
NHB250819140009.RAWK41E,2025-08-19 14:00:09,Long Range,4,26.52,Clear
NHB250819140303.RAWK41J,2025-08-19 14:03:03,Short Range,8,25.08,Clear
NHB250819141008.RAWK41M,2025-08-19 14:10:08,Long Range,4,28.65,Clear
NHB250819141303.RAWK41S,2025-08-19 14:13:03,Short Range,8,24.69,Clear
NHB250819142008.RAWK41V,2025-08-19 14:20:08,Long Range,4,26.76,Clear
NHB250819142304.RAWK41Z,2025-08-19 14:23:04,Short Range,8,24.96,Clear
NHB250819143008.RAWK422,2025-08-19 14:30:08,Long Range,4,26.4,Clear
NHB250819143304.RAWK426,2025-08-19 14:33:04,Short Range,8,24.24,Clear
NHB250819144008.RAWK429,2025-08-19 14:40:08,Long Range,4,29.14,Clear
NHB250819144303.RAWK42D,2025-08-19 14:43:03,Short Range,8,24.09,Clear
NHB250819145008.RAWK42G,2025-08-19 14:50:08,Long Range,4,25.36,Clear
NHB250819145303.RAWK42L,2025-08-19 14:53:03,Short Range,8,24.02,Clear
NHB250819150008.RAWK42P,2025-08-19 15:00:08,Long Range,4,30.77,Light rain
NHB250819150304.RAWK42U,2025-08-19 15:03:04,Short Range,8,23.27,Clear
NHB250819151008.RAWK42X,2025-08-19 15:10:08,Long Range,4,27.16,Clear
NHB250819151303.RAWK431,2025-08-19 15:13:03,Short Range,8,23.77,Clear
NHB250819152007.RAWK434,2025-08-19 15:20:07,Long Range,4,28.65,Clear
NHB250819152304.RAWK438,2025-08-19 15:23:04,Short Range,8,23.24,Clear
NHB250819153008.RAWK43B,2025-08-19 15:30:08,Long Range,4,29.78,Clear
NHB250819153303.RAWK43F,2025-08-19 15:33:03,Short Range,8,23.08,Clear
NHB250819154007.RAWK43J,2025-08-19 15:40:07,Long Range,4,26.84,Clear
NHB250819154304.RAWK43N,2025-08-19 15:43:04,Short Range,8,22.95,Clear
NHB250819155008.RAWK43S,2025-08-19 15:50:08,Long Range,4,26.9,Clear
NHB250819155303.RAWK43W,2025-08-19 15:53:03,Short Range,8,23.48,Clear
NHB250819160008.RAWK43Z,2025-08-19 16:00:08,Long Range,4,25.46,Clear
NHB250819160305.RAWK443,2025-08-19 16:03:05,Short Range,8,23.21,Clear
NHB250819161007.RAWK446,2025-08-19 16:10:07,Long Range,4,26.92,Clear
NHB250819161304.RAWK44A,2025-08-19 16:13:04,Short Range,8,24.04,Clear
NHB250819162008.RAWK44D,2025-08-19 16:20:08,Long Range,4,31.22,Light rain
NHB250819162304.RAWK44H,2025-08-19 16:23:04,Short Range,8,23.03,Clear
NHB250819163009.RAWK44L,2025-08-19 16:30:09,Long Range,4,26.2,Clear
NHB250819163303.RAWK44R,2025-08-19 16:33:03,Short Range,8,23.15,Clear
NHB250819164008.RAWK44U,2025-08-19 16:40:08,Long Range,4,28.88,Clear
NHB250819164304.RAWK44Y,2025-08-19 16:43:04,Short Range,8,23.22,Clear
NHB250819165008.RAWK451,2025-08-19 16:50:08,Long Range,4,25.61,Clear
NHB250819165303.RAWK455,2025-08-19 16:53:03,Short Range,8,22.37,Clear
NHB250819170008.RAWK458,2025-08-19 17:00:08,Long Range,4,26.04,Clear
NHB250819170303.RAWK45C,2025-08-19 17:03:03,Short Range,8,21.89,Clear
NHB250819171007.RAWK45F,2025-08-19 17:10:07,Long Range,4,25.59,Clear
NHB250819171305.RAWK45K,2025-08-19 17:13:05,Short Range,8,22.61,Clear
NHB250819172007.RAWK45N,2025-08-19 17:20:07,Long Range,4,25.63,Clear
NHB250819172304.RAWK45T,2025-08-19 17:23:04,Short Range,8,22.37,Clear
NHB250819173008.RAWK45W,2025-08-19 17:30:08,Long Range,4,27.94,Clear
NHB250819173303.RAWK460,2025-08-19 17:33:03,Short Range,8,22.62,Clear
NHB250819174008.RAWK463,2025-08-19 17:40:08,Long Range,4,25.87,Clear
NHB250819174303.RAWK467,2025-08-19 17:43:03,Short Range,8,21.63,Clear
NHB250819175007.RAWK46A,2025-08-19 17:50:07,Long Range,4,24.58,Clear
NHB250819175304.RAWK46E,2025-08-19 17:53:04,Short Range,8,22.65,Clear
NHB250819180008.RAWK46H,2025-08-19 18:00:08,Long Range,4,25.88,Clear
NHB250819180305.RAWK46M,2025-08-19 18:03:05,Short Range,8,22.06,Clear
NHB250819181008.RAWK46R,2025-08-19 18:10:08,Long Range,4,23.57,Clear
NHB250819181303.RAWK46V,2025-08-19 18:13:03,Short Range,8,22.55,Clear
NHB250819182007.RAWK46Y,2025-08-19 18:20:07,Long Range,4,25.07,Clear
NHB250819182304.RAWK472,2025-08-19 18:23:04,Short Range,8,22.54,Clear
NHB250819183008.RAWK475,2025-08-19 18:30:08,Long Range,4,24.42,Clear
NHB250819183304.RAWK479,2025-08-19 18:33:04,Short Range,8,22.5,Clear
NHB250819184008.RAWK47C,2025-08-19 18:40:08,Long Range,4,24.16,Clear
NHB250819184303.RAWK47G,2025-08-19 18:43:03,Short Range,8,22.55,Clear
NHB250819185007.RAWK47K,2025-08-19 18:50:07,Long Range,4,24.88,Clear
NHB250819185304.RAWK47P,2025-08-19 18:53:04,Short Range,8,22.14,Clear
NHB250819190007.RAWK47T,2025-08-19 19:00:07,Long Range,4,23.88,Clear
NHB250819190304.RAWK47X,2025-08-19 19:03:04,Short Range,8,22.79,Clear
NHB250819191008.RAWK480,2025-08-19 19:10:08,Long Range,4,24.21,Clear
NHB250819191303.RAWK484,2025-08-19 19:13:03,Short Range,8,22.87,Clear
NHB250819192008.RAWK487,2025-08-19 19:20:08,Long Range,4,24.0,Clear
NHB250819192304.RAWK48B,2025-08-19 19:23:04,Short Range,8,23.68,Clear
NHB250819193008.RAWK48E,2025-08-19 19:30:08,Long Range,4,23.27,Clear
NHB250819193303.RAWK48J,2025-08-19 19:33:03,Short Range,8,22.55,Clear
NHB250819194008.RAWK48M,2025-08-19 19:40:08,Long Range,4,24.62,Clear
NHB250819194303.RAWK48S,2025-08-19 19:43:03,Short Range,8,23.64,Clear
NHB250819195008.RAWK48V,2025-08-19 19:50:08,Long Range,4,24.2,Clear
NHB250819195304.RAWK48Z,2025-08-19 19:53:04,Short Range,8,23.22,Clear
NHB250819200008.RAWK492,2025-08-19 20:00:08,Long Range,4,24.52,Clear
NHB250819200303.RAWK496,2025-08-19 20:03:03,Short Range,8,22.18,Clear
NHB250819201008.RAWK499,2025-08-19 20:10:08,Long Range,4,24.77,Clear
NHB250819201304.RAWK49D,2025-08-19 20:13:04,Short Range,8,23.85,Clear
NHB250819202008.RAWK49G,2025-08-19 20:20:08,Long Range,4,25.33,Clear
NHB250819202304.RAWK49L,2025-08-19 20:23:04,Short Range,8,25.54,Clear
NHB250819203008.RAWK49P,2025-08-19 20:30:08,Long Range,4,26.15,Clear
NHB250819203303.RAWK49U,2025-08-19 20:33:03,Short Range,8,25.32,Clear
NHB250819204008.RAWK49X,2025-08-19 20:40:08,Long Range,4,25.77,Clear
NHB250819204303.RAWK4A1,2025-08-19 20:43:03,Short Range,8,24.1,Clear
NHB250819205008.RAWK4A4,2025-08-19 20:50:08,Long Range,4,25.59,Clear
NHB250819205303.RAWK4A8,2025-08-19 20:53:03,Short Range,8,24.14,Clear
NHB250819210008.RAWK4AB,2025-08-19 21:00:08,Long Range,4,24.92,Clear
NHB250819210304.RAWK4AF,2025-08-19 21:03:04,Short Range,8,24.41,Clear
NHB250819211008.RAWK4AJ,2025-08-19 21:10:08,Long Range,4,27.19,Clear
NHB250819211304.RAWK4AN,2025-08-19 21:13:04,Short Range,8,23.52,Clear
NHB250819212009.RAWK4AS,2025-08-19 21:20:09,Long Range,4,24.66,Clear
NHB250819212304.RAWK4AW,2025-08-19 21:23:04,Short Range,8,22.68,Clear
NHB250819213008.RAWK4AZ,2025-08-19 21:30:08,Long Range,4,25.49,Clear
NHB250819213303.RAWK4B3,2025-08-19 21:33:03,Short Range,8,23.47,Clear
NHB250819214008.RAWK4B6,2025-08-19 21:40:08,Long Range,4,27.89,Clear
NHB250819214304.RAWK4BA,2025-08-19 21:43:04,Short Range,8,23.42,Clear
NHB250819215007.RAWK4BD,2025-08-19 21:50:07,Long Range,4,27.94,Clear
NHB250819215303.RAWK4BH,2025-08-19 21:53:03,Short Range,8,24.44,Clear
NHB250819220007.RAWK4BL,2025-08-19 22:00:07,Long Range,4,27.92,Clear
NHB250819220303.RAWK4BR,2025-08-19 22:03:03,Short Range,8,24.73,Clear
NHB250819221008.RAWK4BU,2025-08-19 22:10:08,Long Range,4,27.62,Clear
NHB250819221303.RAWK4BY,2025-08-19 22:13:03,Short Range,8,24.83,Clear
NHB250819222008.RAWK4C1,2025-08-19 22:20:08,Long Range,4,28.13,Clear
NHB250819222304.RAWK4C5,2025-08-19 22:23:04,Short Range,8,24.79,Clear
NHB250819223007.RAWK4C8,2025-08-19 22:30:07,Long Range,4,29.55,Clear
NHB250819223303.RAWK4CC,2025-08-19 22:33:03,Short Range,8,23.79,Clear
NHB250819224008.RAWK4CF,2025-08-19 22:40:08,Long Range,4,30.43,Light rain
NHB250819224303.RAWK4CK,2025-08-19 22:43:03,Short Range,8,26.83,Clear
NHB250819225008.RAWK4CN,2025-08-19 22:50:08,Long Range,4,30.93,Light rain
NHB250819225303.RAWK4CT,2025-08-19 22:53:03,Short Range,8,25.47,Clear
NHB250819230007.RAWK4CW,2025-08-19 23:00:07,Long Range,4,30.31,Light rain
NHB250819230303.RAWK4D0,2025-08-19 23:03:03,Short Range,8,25.64,Clear
NHB250819231008.RAWK4D3,2025-08-19 23:10:08,Long Range,4,32.16,Light rain
NHB250819231304.RAWK4D7,2025-08-19 23:13:04,Short Range,8,25.7,Clear
NHB250819232008.RAWK4DA,2025-08-19 23:20:08,Long Range,4,31.54,Light rain
NHB250819232304.RAWK4DE,2025-08-19 23:23:04,Short Range,8,25.64,Clear
NHB250819233007.RAWK4DH,2025-08-19 23:30:07,Long Range,4,31.0,Light rain
NHB250819233304.RAWK4DM,2025-08-19 23:33:04,Short Range,8,24.91,Clear
NHB250819234007.RAWK4DR,2025-08-19 23:40:07,Long Range,4,30.58,Light rain
NHB250819234303.RAWK4DV,2025-08-19 23:43:03,Short Range,8,24.73,Clear
NHB250819235008.RAWK4DY,2025-08-19 23:50:08,Long Range,4,31.02,Light rain
NHB250819235303.RAWK4E2,2025-08-19 23:53:03,Short Range,8,24.52,Clear
NHB250820000008.RAWK4E5,2025-08-20 00:00:08,Long Range,4,31.32,Light rain
NHB250820000303.RAWK4E9,2025-08-20 00:03:03,Short Range,8,24.21,Clear
NHB250820001008.RAWK4EC,2025-08-20 00:10:08,Long Range,4,30.12,Light rain
NHB250820001303.RAWK4EG,2025-08-20 00:13:03,Short Range,8,24.54,Clear
NHB250820002008.RAWK4EK,2025-08-20 00:20:08,Long Range,4,30.78,Light rain
NHB250820002304.RAWK4EP,2025-08-20 00:23:04,Short Range,8,24.95,Clear
NHB250820003008.RAWK4ET,2025-08-20 00:30:08,Long Range,4,30.94,Light rain
NHB250820003304.RAWK4EX,2025-08-20 00:33:04,Short Range,8,24.81,Clear
NHB250820004008.RAWK4F0,2025-08-20 00:40:08,Long Range,4,33.03,Light rain
NHB250820004305.RAWK4F4,2025-08-20 00:43:05,Short Range,8,25.21,Clear
NHB250820005008.RAWK4F7,2025-08-20 00:50:08,Long Range,4,31.21,Light rain
NHB250820005305.RAWK4FB,2025-08-20 00:53:05,Short Range,8,25.82,Clear
NHB250820010008.RAWK4FE,2025-08-20 01:00:08,Long Range,4,31.31,Light rain
NHB250820010303.RAWK4FJ,2025-08-20 01:03:03,Short Range,8,25.94,Clear
NHB250820011008.RAWK4FM,2025-08-20 01:10:08,Long Range,4,31.25,Light rain
NHB250820011303.RAWK4FS,2025-08-20 01:13:03,Short Range,8,27.15,Clear
NHB250820012008.RAWK4FV,2025-08-20 01:20:08,Long Range,4,31.96,Light rain
NHB250820012303.RAWK4FZ,2025-08-20 01:23:03,Short Range,8,26.82,Clear
NHB250820013008.RAWK4G2,2025-08-20 01:30:08,Long Range,4,32.61,Light rain
NHB250820013304.RAWK4G6,2025-08-20 01:33:04,Short Range,8,27.33,Clear
NHB250820014007.RAWK4G9,2025-08-20 01:40:07,Long Range,4,31.35,Light rain
NHB250820014304.RAWK4GD,2025-08-20 01:43:04,Short Range,8,26.05,Clear
NHB250820015008.RAWK4GG,2025-08-20 01:50:08,Long Range,4,31.88,Light rain
NHB250820015303.RAWK4GL,2025-08-20 01:53:03,Short Range,8,28.02,Clear
NHB250820020008.RAWK4GP,2025-08-20 02:00:08,Long Range,4,31.78,Light rain
NHB250820020303.RAWK4GU,2025-08-20 02:03:03,Short Range,8,27.26,Clear
NHB250820021008.RAWK4GX,2025-08-20 02:10:08,Long Range,4,32.96,Light rain
NHB250820021303.RAWK4H1,2025-08-20 02:13:03,Short Range,8,27.17,Clear
NHB250820022008.RAWK4H4,2025-08-20 02:20:08,Long Range,4,30.98,Light rain
NHB250820022304.RAWK4H8,2025-08-20 02:23:04,Short Range,8,26.2,Clear
NHB250820023007.RAWK4HB,2025-08-20 02:30:07,Long Range,4,30.53,Light rain
NHB250820023303.RAWK4HF,2025-08-20 02:33:03,Short Range,8,26.73,Clear
NHB250820024007.RAWK4HJ,2025-08-20 02:40:07,Long Range,4,29.82,Clear
NHB250820024304.RAWK4HN,2025-08-20 02:43:04,Short Range,8,26.58,Clear
NHB250820025007.RAWK4HS,2025-08-20 02:50:07,Long Range,4,30.47,Light rain
NHB250820025304.RAWK4HW,2025-08-20 02:53:04,Short Range,8,25.25,Clear
NHB250820030008.RAWK4HZ,2025-08-20 03:00:08,Long Range,4,31.84,Light rain
NHB250820030304.RAWK4J3,2025-08-20 03:03:04,Short Range,8,25.6,Clear
NHB250820031007.RAWK4J6,2025-08-20 03:10:07,Long Range,4,29.51,Clear
NHB250820031305.RAWK4JA,2025-08-20 03:13:05,Short Range,8,25.21,Clear
NHB250820032008.RAWK4JD,2025-08-20 03:20:08,Long Range,4,30.84,Light rain
NHB250820032303.RAWK4JH,2025-08-20 03:23:03,Short Range,8,24.97,Clear
NHB250820033008.RAWK4JL,2025-08-20 03:30:08,Long Range,4,27.63,Clear
NHB250820033303.RAWK4JR,2025-08-20 03:33:03,Short Range,8,26.0,Clear
NHB250820034008.RAWK4JU,2025-08-20 03:40:08,Long Range,4,29.86,Clear
NHB250820034303.RAWK4JY,2025-08-20 03:43:03,Short Range,8,25.86,Clear
NHB250820035007.RAWK4K1,2025-08-20 03:50:07,Long Range,4,25.7,Clear
NHB250820035303.RAWK4K5,2025-08-20 03:53:03,Short Range,8,25.17,Clear
NHB250820040007.RAWK4K8,2025-08-20 04:00:07,Long Range,4,26.88,Clear
NHB250820040303.RAWK4KC,2025-08-20 04:03:03,Short Range,8,26.66,Clear
NHB250820041007.RAWK4KF,2025-08-20 04:10:07,Long Range,4,28.16,Clear
NHB250820041304.RAWK4KK,2025-08-20 04:13:04,Short Range,8,27.81,Clear
NHB250820042008.RAWK4KN,2025-08-20 04:20:08,Long Range,4,27.94,Clear
NHB250820042304.RAWK4KT,2025-08-20 04:23:04,Short Range,8,26.86,Clear
NHB250820043007.RAWK4KW,2025-08-20 04:30:07,Long Range,4,26.87,Clear
NHB250820043303.RAWK4L0,2025-08-20 04:33:03,Short Range,8,26.44,Clear
NHB250820044008.RAWK4L3,2025-08-20 04:40:08,Long Range,4,27.03,Clear
NHB250820044303.RAWK4L7,2025-08-20 04:43:03,Short Range,8,26.93,Clear
NHB250820045008.RAWK4LA,2025-08-20 04:50:08,Long Range,4,26.67,Clear
NHB250820045304.RAWK4LE,2025-08-20 04:53:04,Short Range,8,27.69,Clear
NHB250820050007.RAWK4LH,2025-08-20 05:00:07,Long Range,4,28.79,Clear
NHB250820050304.RAWK4LM,2025-08-20 05:03:04,Short Range,8,30.22,Light rain
NHB250820051008.RAWK4LR,2025-08-20 05:10:08,Long Range,4,33.3,Light rain
NHB250820051303.RAWK4LV,2025-08-20 05:13:03,Short Range,8,31.12,Light rain
NHB250820052008.RAWK4LY,2025-08-20 05:20:08,Long Range,4,34.28,Light rain
NHB250820052303.RAWK4M2,2025-08-20 05:23:03,Short Range,8,32.11,Light rain
NHB250820053007.RAWK4M5,2025-08-20 05:30:07,Long Range,4,37.09,Light rain
NHB250820053304.RAWK4M9,2025-08-20 05:33:04,Short Range,8,33.12,Light rain
NHB250820054008.RAWK4MC,2025-08-20 05:40:08,Long Range,4,34.56,Light rain
NHB250820054303.RAWK4MG,2025-08-20 05:43:03,Short Range,8,36.51,Light rain
NHB250820055008.RAWK4MK,2025-08-20 05:50:08,Long Range,4,37.63,Light rain
NHB250820055304.RAWK4MP,2025-08-20 05:53:04,Short Range,8,37.3,Light rain
NHB250820060009.RAWK4MT,2025-08-20 06:00:09,Long Range,4,37.2,Light rain
NHB250820060303.RAWK4MX,2025-08-20 06:03:03,Short Range,8,37.53,Light rain
NHB250820061007.RAWK4N0,2025-08-20 06:10:07,Long Range,4,37.86,Light rain
NHB250820061303.RAWK4N4,2025-08-20 06:13:03,Short Range,8,37.2,Light rain
NHB250820062008.RAWK4N7,2025-08-20 06:20:08,Long Range,4,38.86,Light rain
NHB250820062303.RAWK4NB,2025-08-20 06:23:03,Short Range,8,37.72,Light rain
NHB250820063007.RAWK4NE,2025-08-20 06:30:07,Long Range,4,39.87,Light rain
NHB250820063304.RAWK4NJ,2025-08-20 06:33:04,Short Range,8,37.92,Light rain
NHB250820064007.RAWK4NM,2025-08-20 06:40:07,Long Range,4,41.21,Moderate rain
NHB250820064303.RAWK4NS,2025-08-20 06:43:03,Short Range,8,38.97,Light rain
NHB250820065008.RAWK4NV,2025-08-20 06:50:08,Long Range,4,41.95,Moderate rain
NHB250820065304.RAWK4NZ,2025-08-20 06:53:04,Short Range,8,38.8,Light rain
NHB250820070007.RAWK4P2,2025-08-20 07:00:07,Long Range,4,42.37,Moderate rain
NHB250820070303.RAWK4P6,2025-08-20 07:03:03,Short Range,8,40.57,Moderate rain
NHB250820071008.RAWK4P9,2025-08-20 07:10:08,Long Range,4,42.64,Moderate rain
NHB250820071304.RAWK4PD,2025-08-20 07:13:04,Short Range,8,40.74,Moderate rain
NHB250820072008.RAWK4PG,2025-08-20 07:20:08,Long Range,4,42.43,Moderate rain
NHB250820072304.RAWK4PL,2025-08-20 07:23:04,Short Range,8,42.49,Moderate rain
NHB250820073007.RAWK4PP,2025-08-20 07:30:07,Long Range,4,44.54,Moderate rain
NHB250820073303.RAWK4PU,2025-08-20 07:33:03,Short Range,8,44.99,Moderate rain
NHB250820074008.RAWK4PX,2025-08-20 07:40:08,Long Range,4,46.51,Moderate rain
NHB250820074303.RAWK4R1,2025-08-20 07:43:03,Short Range,8,47.29,Moderate rain
NHB250820075007.RAWK4R4,2025-08-20 07:50:07,Long Range,4,45.72,Moderate rain
NHB250820075304.RAWK4R8,2025-08-20 07:53:04,Short Range,8,47.31,Moderate rain
NHB250820080008.RAWK4RB,2025-08-20 08:00:08,Long Range,4,46.65,Moderate rain
NHB250820080303.RAWK4RF,2025-08-20 08:03:03,Short Range,8,47.52,Heavy rain
NHB250820081008.RAWK4RJ,2025-08-20 08:10:08,Long Range,4,47.02,Moderate rain
NHB250820081303.RAWK4RN,2025-08-20 08:13:03,Short Range,8,48.56,Heavy rain
NHB250820082008.RAWK4RS,2025-08-20 08:20:08,Long Range,4,46.84,Moderate rain
NHB250820082304.RAWK4RW,2025-08-20 08:23:04,Short Range,8,48.43,Heavy rain
NHB250820083008.RAWK4RZ,2025-08-20 08:30:08,Long Range,4,46.05,Moderate rain
NHB250820083303.RAWK4S3,2025-08-20 08:33:03,Short Range,8,47.29,Moderate rain
NHB250820084008.RAWK4S6,2025-08-20 08:40:08,Long Range,4,45.75,Moderate rain
NHB250820084304.RAWK4SA,2025-08-20 08:43:04,Short Range,8,48.03,Heavy rain
NHB250820085007.RAWK4SD,2025-08-20 08:50:07,Long Range,4,47.05,Moderate rain
NHB250820085304.RAWK4SH,2025-08-20 08:53:04,Short Range,8,47.93,Heavy rain
NHB250820090007.RAWK4SL,2025-08-20 09:00:07,Long Range,4,45.96,Moderate rain
NHB250820090303.RAWK4SR,2025-08-20 09:03:03,Short Range,8,45.97,Moderate rain
NHB250820091008.RAWK4SU,2025-08-20 09:10:08,Long Range,4,45.96,Moderate rain
NHB250820091305.RAWK4SY,2025-08-20 09:13:05,Short Range,8,44.76,Moderate rain
NHB250820092008.RAWK4T1,2025-08-20 09:20:08,Long Range,4,45.79,Moderate rain
NHB250820092303.RAWK4T5,2025-08-20 09:23:03,Short Range,8,45.72,Moderate rain
NHB250820093007.RAWK4T8,2025-08-20 09:30:07,Long Range,4,46.32,Moderate rain
NHB250820093303.RAWNCCD,2025-08-20 09:33:03,Short Range,8,45.64,Moderate rain
NHB250820094007.RAWNCCG,2025-08-20 09:40:07,Long Range,4,46.55,Moderate rain
NHB250820094304.RAWNCCL,2025-08-20 09:43:04,Short Range,8,46.83,Moderate rain
NHB250820095009.RAWNCCP,2025-08-20 09:50:09,Long Range,4,46.28,Moderate rain
NHB250820095304.RAWNCCU,2025-08-20 09:53:04,Short Range,8,46.55,Moderate rain
NHB250820100008.RAWNCCX,2025-08-20 10:00:08,Long Range,4,46.18,Moderate rain
NHB250820100304.RAWNCD1,2025-08-20 10:03:04,Short Range,8,48.06,Heavy rain
NHB250820101008.RAWNCD4,2025-08-20 10:10:08,Long Range,4,46.66,Moderate rain
NHB250820101303.RAWNCD8,2025-08-20 10:13:03,Short Range,8,49.07,Heavy rain
NHB250820102007.RAWNCDB,2025-08-20 10:20:07,Long Range,4,46.71,Moderate rain
NHB250820102304.RAWNCDF,2025-08-20 10:23:04,Short Range,8,50.14,Heavy rain
NHB250820103007.RAWNCDJ,2025-08-20 10:30:07,Long Range,4,47.95,Heavy rain
NHB250820103303.RAWNCDN,2025-08-20 10:33:03,Short Range,8,50.28,Heavy rain
NHB250820104008.RAWNCDS,2025-08-20 10:40:08,Long Range,4,47.46,Moderate rain
NHB250820104304.RAWNCDW,2025-08-20 10:43:04,Short Range,8,50.87,Heavy rain
NHB250820105008.RAWNCDZ,2025-08-20 10:50:08,Long Range,4,47.29,Moderate rain
NHB250820105303.RAWNCE3,2025-08-20 10:53:03,Short Range,8,50.62,Heavy rain
NHB250820110008.RAWNCE6,2025-08-20 11:00:08,Long Range,4,46.9,Moderate rain
NHB250820110303.RAWNCEA,2025-08-20 11:03:03,Short Range,8,50.25,Heavy rain
NHB250820111007.RAWNCED,2025-08-20 11:10:07,Long Range,4,47.26,Moderate rain
NHB250820111304.RAWNCEH,2025-08-20 11:13:04,Short Range,8,50.02,Heavy rain
NHB250820112008.RAWNCEL,2025-08-20 11:20:08,Long Range,4,46.8,Moderate rain
NHB250820112303.RAWNCER,2025-08-20 11:23:03,Short Range,8,49.57,Heavy rain
NHB250820113008.RAWNCEU,2025-08-20 11:30:08,Long Range,4,47.12,Moderate rain
NHB250820113304.RAWNCEY,2025-08-20 11:33:04,Short Range,8,48.54,Heavy rain
NHB250820114008.RAWNCF1,2025-08-20 11:40:08,Long Range,4,45.33,Moderate rain
NHB250820114304.RAWNCF5,2025-08-20 11:43:04,Short Range,8,46.86,Moderate rain
NHB250820115007.RAWNCF8,2025-08-20 11:50:07,Long Range,4,44.71,Moderate rain
NHB250820115303.RAWNCFC,2025-08-20 11:53:03,Short Range,8,45.77,Moderate rain
NHB250820120008.RAWNCFF,2025-08-20 12:00:08,Long Range,4,43.98,Moderate rain
NHB250820120304.RAWNCFK,2025-08-20 12:03:04,Short Range,8,45.88,Moderate rain
NHB250820121007.RAWNCFN,2025-08-20 12:10:07,Long Range,4,43.92,Moderate rain
NHB250820121304.RAWNCFT,2025-08-20 12:13:04,Short Range,8,46.12,Moderate rain
NHB250820122008.RAWNCFW,2025-08-20 12:20:08,Long Range,4,45.39,Moderate rain
NHB250820122303.RAWNCG0,2025-08-20 12:23:03,Short Range,8,48.86,Heavy rain
NHB250820123007.RAWNCG3,2025-08-20 12:30:07,Long Range,4,46.69,Moderate rain
NHB250820123304.RAWNCG7,2025-08-20 12:33:04,Short Range,8,50.58,Heavy rain
NHB250820124008.RAWNCGA,2025-08-20 12:40:08,Long Range,4,48.55,Heavy rain
NHB250820124303.RAWNCGE,2025-08-20 12:43:03,Short Range,8,50.99,Heavy rain
NHB250820125008.RAWNCGH,2025-08-20 12:50:08,Long Range,4,47.56,Heavy rain
NHB250820125303.RAWNCGM,2025-08-20 12:53:03,Short Range,8,51.63,Heavy rain
NHB250820130007.RAWNCGR,2025-08-20 13:00:07,Long Range,4,48.14,Heavy rain
NHB250820130303.RAWNCGV,2025-08-20 13:03:03,Short Range,8,54.0,Heavy rain
NHB250820131007.RAWNCGY,2025-08-20 13:10:07,Long Range,4,49.5,Heavy rain
NHB250820131303.RAWNCH2,2025-08-20 13:13:03,Short Range,8,54.05,Heavy rain
NHB250820132008.RAWNCH5,2025-08-20 13:20:08,Long Range,4,49.79,Heavy rain
NHB250820132303.RAWNCH9,2025-08-20 13:23:03,Short Range,8,49.52,Heavy rain
NHB250820133008.RAWNCHC,2025-08-20 13:30:08,Long Range,4,48.0,Heavy rain
NHB250820133303.RAWNCHG,2025-08-20 13:33:03,Short Range,8,50.76,Heavy rain
NHB250820134008.RAWNCHK,2025-08-20 13:40:08,Long Range,4,48.52,Heavy rain
NHB250820134303.RAWNCHP,2025-08-20 13:43:03,Short Range,8,50.14,Heavy rain
NHB250820135007.RAWNCHT,2025-08-20 13:50:07,Long Range,4,46.25,Moderate rain
NHB250820135303.RAWNCHX,2025-08-20 13:53:03,Short Range,8,49.44,Heavy rain
NHB250820140008.RAWNCJ0,2025-08-20 14:00:08,Long Range,4,47.2,Moderate rain
NHB250820140303.RAWNCJ4,2025-08-20 14:03:03,Short Range,8,49.57,Heavy rain
NHB250820141007.RAWNCJ7,2025-08-20 14:10:07,Long Range,4,48.52,Heavy rain
NHB250820141304.RAWNCJB,2025-08-20 14:13:04,Short Range,8,50.36,Heavy rain
NHB250820142007.RAWNCJE,2025-08-20 14:20:07,Long Range,4,47.53,Heavy rain
NHB250820142304.RAWNCJJ,2025-08-20 14:23:04,Short Range,8,49.61,Heavy rain
NHB250820143008.RAWNCJM,2025-08-20 14:30:08,Long Range,4,48.52,Heavy rain
NHB250820143303.RAWNCJS,2025-08-20 14:33:03,Short Range,8,49.76,Heavy rain
NHB250820144007.RAWNCJV,2025-08-20 14:40:07,Long Range,4,48.12,Heavy rain
NHB250820144303.RAWNCJZ,2025-08-20 14:43:03,Short Range,8,49.81,Heavy rain
NHB250820145008.RAWNCK2,2025-08-20 14:50:08,Long Range,4,47.82,Heavy rain
NHB250820145303.RAWNCK6,2025-08-20 14:53:03,Short Range,8,48.93,Heavy rain
NHB250820150008.RAWNCK9,2025-08-20 15:00:08,Long Range,4,47.07,Moderate rain
NHB250820150303.RAWNCKD,2025-08-20 15:03:03,Short Range,8,48.4,Heavy rain
