group_id,t0,file_t0,t3,file_t3,t10,file_t10,t13,file_t13
1031,2025-08-15 07:40:08,NHB250815074008.RAWLH7A,2025-08-15 07:43:04,NHB250815074304.RAWLH7E,2025-08-15 07:50:07,NHB250815075007.RAWLH7H,2025-08-15 07:53:05,NHB250815075305.RAWLH7M
1032,2025-08-15 08:00:07,NHB250815080007.RAWLH7R,2025-08-15 08:03:03,NHB250815080303.RAWLH7V,2025-08-15 08:10:08,NHB250815081008.RAWLH7Y,2025-08-15 08:13:03,NHB250815081303.RAWLH82
1033,2025-08-15 08:20:07,NHB250815082007.RAWLH85,2025-08-15 08:23:03,NHB250815082303.RAWLH89,2025-08-15 08:30:08,NHB250815083008.RAWLH8C,2025-08-15 08:33:03,NHB250815083303.RAWLH8G
1034,2025-08-15 08:40:07,NHB250815084007.RAWLH8K,2025-08-15 08:43:03,NHB250815084303.RAWLH8P,2025-08-15 08:50:08,NHB250815085008.RAWLH8T,2025-08-15 08:53:03,NHB250815085303.RAWLH8X
1035,2025-08-15 09:00:08,NHB250815090008.RAWLH90,2025-08-15 09:03:04,NHB250815090304.RAWLH94,2025-08-15 09:10:07,NHB250815091007.RAWLH97,2025-08-15 09:13:04,NHB250815091304.RAWLH9B
1036,2025-08-15 09:20:09,NHB250815092009.RAWLH9E,2025-08-15 09:23:03,NHB250815092303.RAWLH9J,2025-08-15 09:30:07,NHB250815093007.RAWLH9M,2025-08-15 09:33:04,NHB250815093304.RAWLH9S
1037,2025-08-15 09:40:07,NHB250815094007.RAWLH9V,2025-08-15 09:43:03,NHB250815094303.RAWLH9Z,2025-08-15 09:50:07,NHB250815095007.RAWLHA2,2025-08-15 09:53:04,NHB250815095304.RAWLHA6
1038,2025-08-15 10:00:08,NHB250815100008.RAWLHA9,2025-08-15 10:03:03,NHB250815100303.RAWLHAD,2025-08-15 10:10:08,NHB250815101008.RAWLHAG,2025-08-15 10:13:04,NHB250815101304.RAWLHAL
1039,2025-08-15 10:20:08,NHB250815102008.RAWLHAP,2025-08-15 10:23:03,NHB250815102303.RAWLHAU,2025-08-15 10:30:07,NHB250815103007.RAWLHAX,2025-08-15 10:33:03,NHB250815103303.RAWLHB1
1040,2025-08-15 10:40:07,NHB250815104007.RAWLHB4,2025-08-15 10:43:04,NHB250815104304.RAWLHB8,2025-08-15 10:50:07,NHB250815105007.RAWLHBB,2025-08-15 10:53:03,NHB250815105303.RAWLHBF
1041,2025-08-15 11:00:08,NHB250815110008.RAWLHBJ,2025-08-15 11:03:03,NHB250815110303.RAWLHBN,2025-08-15 11:10:07,NHB250815111007.RAWLHBS,2025-08-15 11:13:03,NHB250815111303.RAWLHBW
1042,2025-08-15 11:20:08,NHB250815112008.RAWLHBZ,2025-08-15 11:23:04,NHB250815112304.RAWLHC3,2025-08-15 11:30:08,NHB250815113008.RAWLHC6,2025-08-15 11:33:04,NHB250815113304.RAWLHCA
1043,2025-08-15 11:40:07,NHB250815114007.RAWLHCD,2025-08-15 11:43:03,NHB250815114303.RAWLHCH,2025-08-15 11:50:07,NHB250815115007.RAWLHCL,2025-08-15 11:53:04,NHB250815115304.RAWLHCR
1044,2025-08-15 12:00:08,NHB250815120008.RAWLHCU,2025-08-15 12:03:03,NHB250815120303.RAWLHCY,2025-08-15 12:10:07,NHB250815121007.RAWLHD1,2025-08-15 12:13:03,NHB250815121303.RAWLHD5
1045,2025-08-15 12:20:08,NHB250815122008.RAWLHD8,2025-08-15 12:23:04,NHB250815122304.RAWLHDC,2025-08-15 12:30:08,NHB250815123008.RAWLHDF,2025-08-15 12:33:03,NHB250815123303.RAWLHDK
1046,2025-08-15 12:40:08,NHB250815124008.RAWLHDN,2025-08-15 12:43:04,NHB250815124304.RAWLHDT,2025-08-15 12:50:08,NHB250815125008.RAWLHDW,2025-08-15 12:53:03,NHB250815125303.RAWLHE0
1047,2025-08-15 13:00:08,NHB250815130008.RAWLHE3,2025-08-15 13:03:03,NHB250815130303.RAWLHE7,2025-08-15 13:10:08,NHB250815131008.RAWLHEA,2025-08-15 13:13:03,NHB250815131303.RAWLHEE
1048,2025-08-15 13:20:07,NHB250815132007.RAWLHEH,2025-08-15 13:23:03,NHB250815132303.RAWLHEM,2025-08-15 13:30:08,NHB250815133008.RAWLHER,2025-08-15 13:33:03,NHB250815133303.RAWLHEV
1049,2025-08-15 13:40:08,NHB250815134008.RAWLHEY,2025-08-15 13:43:03,NHB250815134303.RAWLHF2,2025-08-15 13:50:08,NHB250815135008.RAWLHF5,2025-08-15 13:53:03,NHB250815135303.RAWLHF9
1050,2025-08-15 14:00:08,NHB250815140008.RAWLHFC,2025-08-15 14:03:03,NHB250815140303.RAWLHFG,2025-08-15 14:10:08,NHB250815141008.RAWLHFK,2025-08-15 14:13:04,NHB250815141304.RAWLHFP
1051,2025-08-15 14:20:08,NHB250815142008.RAWLHFT,2025-08-15 14:23:04,NHB250815142304.RAWLHFX,2025-08-15 14:30:07,NHB250815143007.RAWLHG0,2025-08-15 14:33:04,NHB250815143304.RAWLHG4
1052,2025-08-15 14:40:08,NHB250815144008.RAWLHG7,2025-08-15 14:43:04,NHB250815144304.RAWLHGB,2025-08-15 14:50:08,NHB250815145008.RAWLHGE,2025-08-15 14:53:03,NHB250815145303.RAWLHGJ
1053,2025-08-15 15:00:08,NHB250815150008.RAWLHGM,2025-08-15 15:03:03,NHB250815150303.RAWLHGS,2025-08-15 15:10:08,NHB250815151008.RAWLHGV,2025-08-15 15:13:03,NHB250815151303.RAWLHGZ
1054,2025-08-15 15:20:07,NHB250815152007.RAWLHH2,2025-08-15 15:23:03,NHB250815152303.RAWLHH6,2025-08-15 15:30:08,NHB250815153008.RAWLHH9,2025-08-15 15:33:03,NHB250815153303.RAWLHHD
1055,2025-08-15 15:40:08,NHB250815154008.RAWLHHG,2025-08-15 15:43:03,NHB250815154303.RAWLHHL,2025-08-15 15:50:08,NHB250815155008.RAWLHHP,2025-08-15 15:53:04,NHB250815155304.RAWLHHU
1056,2025-08-15 16:00:07,NHB250815160007.RAWLHHX,2025-08-15 16:03:03,NHB250815160303.RAWLHJ1,2025-08-15 16:10:08,NHB250815161008.RAWLHJ4,2025-08-15 16:13:03,NHB250815161303.RAWLHJ8
1057,2025-08-15 16:20:07,NHB250815162007.RAWLHJB,2025-08-15 16:23:04,NHB250815162304.RAWLHJF,2025-08-15 16:30:08,NHB250815163008.RAWLHJJ,2025-08-15 16:33:04,NHB250815163304.RAWLHJN
1058,2025-08-15 16:40:08,NHB250815164008.RAWLHJS,2025-08-15 16:43:04,NHB250815164304.RAWLHJW,2025-08-15 16:50:07,NHB250815165007.RAWLHJZ,2025-08-15 16:53:04,NHB250815165304.RAWLHK3
1059,2025-08-15 17:00:08,NHB250815170008.RAWLHK6,2025-08-15 17:03:04,NHB250815170304.RAWLHKA,2025-08-15 17:10:07,NHB250815171007.RAWLHKD,2025-08-15 17:13:04,NHB250815171304.RAWLHKH
1060,2025-08-15 17:20:07,NHB250815172007.RAWLHKL,2025-08-15 17:23:03,NHB250815172303.RAWLHKR,2025-08-15 17:30:07,NHB250815173007.RAWLHKU,2025-08-15 17:33:03,NHB250815173303.RAWLHKY
1061,2025-08-15 17:40:07,NHB250815174007.RAWLHL1,2025-08-15 17:43:03,NHB250815174303.RAWLHL5,2025-08-15 17:50:08,NHB250815175008.RAWLHL8,2025-08-15 17:53:03,NHB250815175303.RAWLHLC
1062,2025-08-15 18:00:08,NHB250815180008.RAWLHLF,2025-08-15 18:03:04,NHB250815180304.RAWLHLK,2025-08-15 18:10:07,NHB250815181007.RAWLHLN,2025-08-15 18:13:03,NHB250815181303.RAWLHLT
1063,2025-08-15 18:20:08,NHB250815182008.RAWLHLW,2025-08-15 18:23:03,NHB250815182303.RAWLHM0,2025-08-15 18:30:08,NHB250815183008.RAWLHM3,2025-08-15 18:33:03,NHB250815183303.RAWLHM7
1064,2025-08-15 18:40:07,NHB250815184007.RAWLHMA,2025-08-15 18:43:03,NHB250815184303.RAWLHME,2025-08-15 18:50:08,NHB250815185008.RAWLHMH,2025-08-15 18:53:04,NHB250815185304.RAWLHMM
1065,2025-08-15 19:00:08,NHB250815190008.RAWLHMR,2025-08-15 19:03:03,NHB250815190303.RAWLHMV,2025-08-15 19:10:08,NHB250815191008.RAWLHMY,2025-08-15 19:13:03,NHB250815191303.RAWLHN2
1066,2025-08-15 19:20:08,NHB250815192008.RAWLHN5,2025-08-15 19:23:04,NHB250815192304.RAWLHN9,2025-08-15 19:30:07,NHB250815193007.RAWLHNC,2025-08-15 19:33:03,NHB250815193303.RAWLHNG
1067,2025-08-15 19:40:08,NHB250815194008.RAWLHNK,2025-08-15 19:43:04,NHB250815194304.RAWLHNP,2025-08-15 19:50:08,NHB250815195008.RAWLHNT,2025-08-15 19:53:04,NHB250815195304.RAWLHNX
1068,2025-08-15 20:00:07,NHB250815200007.RAWLHP0,2025-08-15 20:03:04,NHB250815200304.RAWLHP4,2025-08-15 20:10:07,NHB250815201007.RAWLHP7,2025-08-15 20:13:03,NHB250815201303.RAWLHPB
1069,2025-08-15 20:20:08,NHB250815202008.RAWLHPE,2025-08-15 20:23:03,NHB250815202303.RAWLHPJ,2025-08-15 20:30:08,NHB250815203008.RAWLHPM,2025-08-15 20:33:03,NHB250815203303.RAWLHPS
1070,2025-08-15 20:40:08,NHB250815204008.RAWLHPV,2025-08-15 20:43:04,NHB250815204304.RAWLHPZ,2025-08-15 20:50:08,NHB250815205008.RAWLHR2,2025-08-15 20:53:03,NHB250815205303.RAWLHR6
1071,2025-08-15 21:00:09,NHB250815210009.RAWLHR9,2025-08-15 21:03:04,NHB250815210304.RAWLHRD,2025-08-15 21:10:08,NHB250815211008.RAWLHRG,2025-08-15 21:13:04,NHB250815211304.RAWLHRL
1072,2025-08-15 21:20:08,NHB250815212008.RAWLHRP,2025-08-15 21:23:04,NHB250815212304.RAWLHRU,2025-08-15 21:30:07,NHB250815213007.RAWLHRX,2025-08-15 21:33:04,NHB250815213304.RAWLHS1
1073,2025-08-15 21:40:08,NHB250815214008.RAWLHS4,2025-08-15 21:43:04,NHB250815214304.RAWLHS8,2025-08-15 21:50:08,NHB250815215008.RAWLHSB,2025-08-15 21:53:04,NHB250815215304.RAWLHSF
1074,2025-08-15 22:00:08,NHB250815220008.RAWLHSJ,2025-08-15 22:03:04,NHB250815220304.RAWLHSN,2025-08-15 22:10:07,NHB250815221007.RAWLHSS,2025-08-15 22:13:03,NHB250815221303.RAWLHSW
1075,2025-08-15 22:20:07,NHB250815222007.RAWLHSZ,2025-08-15 22:23:04,NHB250815222304.RAWLHT3,2025-08-15 22:30:07,NHB250815223007.RAWLHT6,2025-08-15 22:33:04,NHB250815223304.RAWLHTA
1076,2025-08-15 22:40:07,NHB250815224007.RAWLHTD,2025-08-15 22:43:04,NHB250815224304.RAWLHTH,2025-08-15 22:50:08,NHB250815225008.RAWLHTL,2025-08-15 22:53:04,NHB250815225304.RAWLHTR
1077,2025-08-15 23:00:08,NHB250815230008.RAWLHTU,2025-08-15 23:03:04,NHB250815230304.RAWLHTY,2025-08-15 23:10:07,NHB250815231007.RAWLHU1,2025-08-15 23:13:03,NHB250815231303.RAWLHU5
1078,2025-08-15 23:20:08,NHB250815232008.RAWLHU8,2025-08-15 23:23:03,NHB250815232303.RAWLHUC,2025-08-15 23:30:08,NHB250815233008.RAWLHUF,2025-08-15 23:33:03,NHB250815233303.RAWLHUK
1079,2025-08-15 23:40:07,NHB250815234007.RAWLHUN,2025-08-15 23:43:04,NHB250815234304.RAWLHUT,2025-08-15 23:50:08,NHB250815235008.RAWLHUW,2025-08-15 23:53:04,NHB250815235304.RAWLHV0
1080,2025-08-16 00:00:07,NHB250816000007.RAWLHV3,2025-08-16 00:03:04,NHB250816000304.RAWLHV7,2025-08-16 00:10:08,NHB250816001008.RAWLHVA,2025-08-16 00:13:04,NHB250816001304.RAWLHVE
1081,2025-08-16 00:20:08,NHB250816002008.RAWLHVH,2025-08-16 00:23:04,NHB250816002304.RAWLHVM,2025-08-16 00:30:08,NHB250816003008.RAWLHVR,2025-08-16 00:33:04,NHB250816003304.RAWLHVV
1082,2025-08-16 00:40:08,NHB250816004008.RAWLHVY,2025-08-16 00:43:04,NHB250816004304.RAWLHW2,2025-08-16 00:50:08,NHB250816005008.RAWLHW5,2025-08-16 00:53:03,NHB250816005303.RAWLHW9
1083,2025-08-16 01:00:07,NHB250816010007.RAWLHWC,2025-08-16 01:03:03,NHB250816010303.RAWLHWG,2025-08-16 01:10:08,NHB250816011008.RAWLHWK,2025-08-16 01:13:04,NHB250816011304.RAWLHWP
1084,2025-08-16 01:20:07,NHB250816012007.RAWLHWT,2025-08-16 01:23:04,NHB250816012304.RAWLHWX,2025-08-16 01:30:08,NHB250816013008.RAWLHX0,2025-08-16 01:33:03,NHB250816013303.RAWLHX4
1085,2025-08-16 01:40:08,NHB250816014008.RAWLHX7,2025-08-16 01:43:04,NHB250816014304.RAWLHXB,2025-08-16 01:50:07,NHB250816015007.RAWLHXE,2025-08-16 01:53:04,NHB250816015304.RAWLHXJ
1086,2025-08-16 02:00:07,NHB250816020007.RAWLHXM,2025-08-16 02:03:04,NHB250816020304.RAWLHXS,2025-08-16 02:10:08,NHB250816021008.RAWLHXV,2025-08-16 02:13:03,NHB250816021303.RAWLHXZ
1087,2025-08-16 02:20:08,NHB250816022008.RAWLHY2,2025-08-16 02:23:03,NHB250816022303.RAWLHY6,2025-08-16 02:30:08,NHB250816023008.RAWLHY9,2025-08-16 02:33:04,NHB250816023304.RAWLHYD
1088,2025-08-16 02:40:08,NHB250816024008.RAWLHYG,2025-08-16 02:43:03,NHB250816024303.RAWLHYL,2025-08-16 02:50:07,NHB250816025007.RAWLHYP,2025-08-16 02:53:04,NHB250816025304.RAWLHYU
1089,2025-08-16 03:00:08,NHB250816030008.RAWLHYX,2025-08-16 03:03:03,NHB250816030303.RAWLHZ1,2025-08-16 03:10:08,NHB250816031008.RAWLHZ4,2025-08-16 03:13:03,NHB250816031303.RAWLHZ8
1090,2025-08-16 03:20:08,NHB250816032008.RAWLHZB,2025-08-16 03:23:03,NHB250816032303.RAWLHZF,2025-08-16 03:30:08,NHB250816033008.RAWLHZJ,2025-08-16 03:33:03,NHB250816033303.RAWLHZN
1091,2025-08-16 03:40:08,NHB250816034008.RAWLHZS,2025-08-16 03:43:03,NHB250816034303.RAWLHZW,2025-08-16 03:50:08,NHB250816035008.RAWLHZZ,2025-08-16 03:53:04,NHB250816035304.RAWLJ03
1092,2025-08-16 04:00:07,NHB250816040007.RAWLJ06,2025-08-16 04:03:03,NHB250816040303.RAWLJ0A,2025-08-16 04:10:08,NHB250816041008.RAWLJ0D,2025-08-16 04:13:03,NHB250816041303.RAWLJ0H
1093,2025-08-16 04:20:09,NHB250816042009.RAWLJ0L,2025-08-16 04:23:04,NHB250816042304.RAWLJ0R,2025-08-16 04:30:07,NHB250816043007.RAWLJ0U,2025-08-16 04:33:03,NHB250816043303.RAWLJ0Y
1094,2025-08-16 04:40:08,NHB250816044008.RAWLJ11,2025-08-16 04:43:04,NHB250816044304.RAWLJ15,2025-08-16 04:50:07,NHB250816045007.RAWLJ18,2025-08-16 04:53:04,NHB250816045304.RAWLJ1C
1095,2025-08-16 05:00:07,NHB250816050007.RAWLJ1F,2025-08-16 05:03:04,NHB250816050304.RAWLJ1K,2025-08-16 05:10:07,NHB250816051007.RAWLJ1N,2025-08-16 05:13:04,NHB250816051304.RAWLJ1T
1096,2025-08-16 05:20:08,NHB250816052008.RAWLJ1W,2025-08-16 05:23:04,NHB250816052304.RAWLJ20,2025-08-16 05:30:08,NHB250816053008.RAWLJ23,2025-08-16 05:33:04,NHB250816053304.RAWLJ27
1097,2025-08-16 05:40:07,NHB250816054007.RAWLJ2A,2025-08-16 05:43:03,NHB250816054303.RAWLJ2E,2025-08-16 05:50:08,NHB250816055008.RAWLJ2H,2025-08-16 05:53:04,NHB250816055304.RAWLJ2M
1098,2025-08-16 06:00:08,NHB250816060008.RAWLJ2R,2025-08-16 06:03:03,NHB250816060303.RAWLJ2V,2025-08-16 06:10:07,NHB250816061007.RAWLJ2Y,2025-08-16 06:13:04,NHB250816061304.RAWLJ32
1099,2025-08-16 06:20:08,NHB250816062008.RAWLJ35,2025-08-16 06:23:03,NHB250816062303.RAWLJ39,2025-08-16 06:30:08,NHB250816063008.RAWLJ3C,2025-08-16 06:33:03,NHB250816063303.RAWLJ3G
1100,2025-08-16 06:40:08,NHB250816064008.RAWLJ3K,2025-08-16 06:43:04,NHB250816064304.RAWLJ3P,2025-08-16 06:50:08,NHB250816065008.RAWLJ3T,2025-08-16 06:53:03,NHB250816065303.RAWLJ3X
1101,2025-08-16 07:00:07,NHB250816070007.RAWLJ40,2025-08-16 07:03:03,NHB250816070303.RAWLJ44,2025-08-16 07:10:08,NHB250816071008.RAWLJ47,2025-08-16 07:13:03,NHB250816071303.RAWLJ4B
1102,2025-08-16 07:20:09,NHB250816072009.RAWLJ4E,2025-08-16 07:23:04,NHB250816072304.RAWLJ4J,2025-08-16 07:30:07,NHB250816073007.RAWLJ4M,2025-08-16 07:33:04,NHB250816073304.RAWLJ4S
1103,2025-08-16 07:40:08,NHB250816074008.RAWLJ4V,2025-08-16 07:43:03,NHB250816074303.RAWLJ4Z,2025-08-16 07:50:07,NHB250816075007.RAWLJ52,2025-08-16 07:53:04,NHB250816075304.RAWLJ56
1104,2025-08-16 08:00:07,NHB250816080007.RAWLJ59,2025-08-16 08:03:03,NHB250816080303.RAWLJ5D,2025-08-16 08:10:08,NHB250816081008.RAWLJ5G,2025-08-16 08:13:03,NHB250816081303.RAWLJ5L
1105,2025-08-16 08:20:08,NHB250816082008.RAWLJ5P,2025-08-16 08:23:03,NHB250816082303.RAWLJ5U,2025-08-16 08:30:07,NHB250816083007.RAWLJ5X,2025-08-16 08:33:03,NHB250816083303.RAWLJ61
1106,2025-08-16 08:40:07,NHB250816084007.RAWLJ64,2025-08-16 08:43:04,NHB250816084304.RAWLJ68,2025-08-16 08:50:08,NHB250816085008.RAWLJ6B,2025-08-16 08:53:04,NHB250816085304.RAWLJ6F
1107,2025-08-16 09:00:07,NHB250816090007.RAWLJ6J,2025-08-16 09:03:04,NHB250816090304.RAWLJ6N,2025-08-16 09:10:07,NHB250816091007.RAWLJ6S,2025-08-16 09:13:03,NHB250816091303.RAWLJ6W
1108,2025-08-16 09:20:07,NHB250816092007.RAWLJ6Z,2025-08-16 09:23:03,NHB250816092303.RAWLJ73,2025-08-16 09:30:08,NHB250816093008.RAWLJ76,2025-08-16 09:33:03,NHB250816093303.RAWLJ7A
1109,2025-08-16 09:40:07,NHB250816094007.RAWLJ7D,2025-08-16 09:43:03,NHB250816094303.RAWLJ7H,2025-08-16 09:50:07,NHB250816095007.RAWLJ7L,2025-08-16 09:53:03,NHB250816095303.RAWLJ7R
1110,2025-08-16 10:00:08,NHB250816100008.RAWLJ7U,2025-08-16 10:03:03,NHB250816100303.RAWLJ7Y,2025-08-16 10:10:07,NHB250816101007.RAWLJ81,2025-08-16 10:13:05,NHB250816101305.RAWLJ85
1111,2025-08-16 10:20:08,NHB250816102008.RAWLJ88,2025-08-16 10:23:03,NHB250816102303.RAWLJ8C,2025-08-16 10:30:08,NHB250816103008.RAWLJ8F,2025-08-16 10:33:03,NHB250816103303.RAWLJ8K
1112,2025-08-16 10:40:08,NHB250816104008.RAWLJ8N,2025-08-16 10:43:04,NHB250816104304.RAWLJ8T,2025-08-16 10:50:08,NHB250816105008.RAWLJ8W,2025-08-16 10:53:04,NHB250816105304.RAWLJ90
1113,2025-08-16 11:00:07,NHB250816110007.RAWLJ93,2025-08-16 11:03:04,NHB250816110304.RAWLJ97,2025-08-16 11:10:08,NHB250816111008.RAWLJ9A,2025-08-16 11:13:03,NHB250816111303.RAWLJ9E
1114,2025-08-16 11:20:08,NHB250816112008.RAWLJ9H,2025-08-16 11:23:03,NHB250816112303.RAWLJ9M,2025-08-16 11:30:08,NHB250816113008.RAWLJ9R,2025-08-16 11:33:04,NHB250816113304.RAWLJ9V
1115,2025-08-16 11:40:08,NHB250816114008.RAWLJ9Y,2025-08-16 11:43:04,NHB250816114304.RAWLJA2,2025-08-16 11:50:08,NHB250816115008.RAWLJA5,2025-08-16 11:53:03,NHB250816115303.RAWLJA9
1116,2025-08-16 12:00:08,NHB250816120008.RAWLJAC,2025-08-16 12:03:03,NHB250816120303.RAWLJAG,2025-08-16 12:10:08,NHB250816121008.RAWLJAK,2025-08-16 12:13:03,NHB250816121303.RAWLJAP
1117,2025-08-16 12:20:08,NHB250816122008.RAWLJAT,2025-08-16 12:23:03,NHB250816122303.RAWLJAX,2025-08-16 12:30:08,NHB250816123008.RAWLJB0,2025-08-16 12:33:03,NHB250816123303.RAWLJB4
1118,2025-08-16 12:40:08,NHB250816124008.RAWLJB7,2025-08-16 12:43:03,NHB250816124303.RAWLJBB,2025-08-16 12:50:08,NHB250816125008.RAWLJBE,2025-08-16 12:53:04,NHB250816125304.RAWLJBJ
1119,2025-08-16 13:00:07,NHB250816130007.RAWLJBM,2025-08-16 13:03:03,NHB250816130303.RAWLJBS,2025-08-16 13:10:07,NHB250816131007.RAWLJBV,2025-08-16 13:13:04,NHB250816131304.RAWLJBZ
1120,2025-08-16 13:20:08,NHB250816132008.RAWLJC2,2025-08-16 13:23:03,NHB250816132303.RAWLJC6,2025-08-16 13:30:07,NHB250816133007.RAWLJC9,2025-08-16 13:33:03,NHB250816133303.RAWLJCD
1121,2025-08-16 13:40:08,NHB250816134008.RAWLJCG,2025-08-16 13:43:04,NHB250816134304.RAWLJCL,2025-08-16 13:50:08,NHB250816135008.RAWLJCP,2025-08-16 13:53:04,NHB250816135304.RAWLJCU
1122,2025-08-16 14:00:08,NHB250816140008.RAWLJCX,2025-08-16 14:03:03,NHB250816140303.RAWLJD1,2025-08-16 14:10:08,NHB250816141008.RAWLJD4,2025-08-16 14:13:03,NHB250816141303.RAWLJD8
1123,2025-08-16 14:20:08,NHB250816142008.RAWLJDB,2025-08-16 14:23:04,NHB250816142304.RAWLJDF,2025-08-16 14:30:08,NHB250816143008.RAWLJDJ,2025-08-16 14:33:03,NHB250816143303.RAWLJDN
1124,2025-08-16 14:40:08,NHB250816144008.RAWLJDS,2025-08-16 14:43:03,NHB250816144303.RAWLJDW,2025-08-16 14:50:07,NHB250816145007.RAWLJDZ,2025-08-16 14:53:04,NHB250816145304.RAWLJE3
1125,2025-08-16 15:00:07,NHB250816150007.RAWLJE6,2025-08-16 15:03:03,NHB250816150303.RAWLJEA,2025-08-16 15:10:07,NHB250816151007.RAWLJED,2025-08-16 15:13:04,NHB250816151304.RAWLJEH
1126,2025-08-16 15:20:08,NHB250816152008.RAWLJEL,2025-08-16 15:23:03,NHB250816152303.RAWLJER,2025-08-16 15:30:08,NHB250816153008.RAWLJEU,2025-08-16 15:33:03,NHB250816153303.RAWLJEY
1127,2025-08-16 15:40:08,NHB250816154008.RAWLJF1,2025-08-16 15:43:03,NHB250816154303.RAWLJF5,2025-08-16 15:50:08,NHB250816155008.RAWLJF8,2025-08-16 15:53:03,NHB250816155303.RAWLJFC
1128,2025-08-16 16:00:07,NHB250816160007.RAWLJFF,2025-08-16 16:03:03,NHB250816160303.RAWLJFK,2025-08-16 16:10:08,NHB250816161008.RAWLJFN,2025-08-16 16:13:03,NHB250816161303.RAWLJFT
1129,2025-08-16 16:20:08,NHB250816162008.RAWLJFW,2025-08-16 16:23:03,NHB250816162303.RAWLJG0,2025-08-16 16:30:08,NHB250816163008.RAWLJG3,2025-08-16 16:33:03,NHB250816163303.RAWLJG7
1130,2025-08-16 16:40:08,NHB250816164008.RAWLJGA,2025-08-16 16:43:03,NHB250816164303.RAWLJGE,2025-08-16 16:50:08,NHB250816165008.RAWLJGH,2025-08-16 16:53:04,NHB250816165304.RAWLJGM
1131,2025-08-16 17:00:07,NHB250816170007.RAWLJGR,2025-08-16 17:03:05,NHB250816170305.RAWLJGV,2025-08-16 17:10:08,NHB250816171008.RAWLJGY,2025-08-16 17:13:04,NHB250816171304.RAWLJH2
1132,2025-08-16 17:20:07,NHB250816172007.RAWLJH5,2025-08-16 17:23:04,NHB250816172304.RAWLJH9,2025-08-16 17:30:08,NHB250816173008.RAWLJHC,2025-08-16 17:33:03,NHB250816173303.RAWLJHG
1133,2025-08-16 17:40:07,NHB250816174007.RAWLJHK,2025-08-16 17:43:04,NHB250816174304.RAWLJHP,2025-08-16 17:50:08,NHB250816175008.RAWLJHT,2025-08-16 17:53:03,NHB250816175303.RAWLJHX
1134,2025-08-16 18:00:09,NHB250816180009.RAWLJJ0,2025-08-16 18:03:03,NHB250816180303.RAWLJJ4,2025-08-16 18:10:08,NHB250816181008.RAWLJJ7,2025-08-16 18:13:04,NHB250816181304.RAWLJJB
1135,2025-08-16 18:20:07,NHB250816182007.RAWLJJE,2025-08-16 18:23:03,NHB250816182303.RAWLJJJ,2025-08-16 18:30:08,NHB250816183008.RAWLJJM,2025-08-16 18:33:03,NHB250816183303.RAWLJJS
1136,2025-08-16 18:40:08,NHB250816184008.RAWLJJV,2025-08-16 18:43:04,NHB250816184304.RAWLJJZ,2025-08-16 18:50:08,NHB250816185008.RAWLJK2,2025-08-16 18:53:03,NHB250816185303.RAWLJK6
1137,2025-08-16 19:00:08,NHB250816190008.RAWLJK9,2025-08-16 19:03:04,NHB250816190304.RAWLJKD,2025-08-16 19:10:07,NHB250816191007.RAWLJKG,2025-08-16 19:13:03,NHB250816191303.RAWLJKL
1138,2025-08-16 19:20:08,NHB250816192008.RAWLJKP,2025-08-16 19:23:04,NHB250816192304.RAWLJKU,2025-08-16 19:30:08,NHB250816193008.RAWLJKX,2025-08-16 19:33:03,NHB250816193303.RAWLJL1
1139,2025-08-16 19:40:07,NHB250816194007.RAWLJL4,2025-08-16 19:43:04,NHB250816194304.RAWLJL8,2025-08-16 19:50:07,NHB250816195007.RAWLJLB,2025-08-16 19:53:03,NHB250816195303.RAWLJLF
1140,2025-08-16 20:00:09,NHB250816200009.RAWLJLJ,2025-08-16 20:03:04,NHB250816200304.RAWLJLN,2025-08-16 20:10:08,NHB250816201008.RAWLJLS,2025-08-16 20:13:03,NHB250816201303.RAWLJLW
1141,2025-08-16 20:20:08,NHB250816202008.RAWLJLZ,2025-08-16 20:23:03,NHB250816202303.RAWLJM3,2025-08-16 20:30:07,NHB250816203007.RAWLJM6,2025-08-16 20:33:03,NHB250816203303.RAWLJMA
1142,2025-08-16 20:40:07,NHB250816204007.RAWLJMD,2025-08-16 20:43:03,NHB250816204303.RAWLJMH,2025-08-16 20:50:07,NHB250816205007.RAWLJML,2025-08-16 20:53:03,NHB250816205303.RAWLJMR
1143,2025-08-16 21:00:08,NHB250816210008.RAWLJMU,2025-08-16 21:03:04,NHB250816210304.RAWLJMY,2025-08-16 21:10:07,NHB250816211007.RAWLJN1,2025-08-16 21:13:03,NHB250816211303.RAWLJN5
1144,2025-08-16 21:20:08,NHB250816212008.RAWLJN8,2025-08-16 21:23:04,NHB250816212304.RAWLJNC,2025-08-16 21:30:08,NHB250816213008.RAWLJNF,2025-08-16 21:33:03,NHB250816213303.RAWLJNK
1145,2025-08-16 21:40:07,NHB250816214007.RAWLJNN,2025-08-16 21:43:04,NHB250816214304.RAWLJNT,2025-08-16 21:50:08,NHB250816215008.RAWLJNW,2025-08-16 21:53:05,NHB250816215305.RAWLJP0
1146,2025-08-16 22:00:08,NHB250816220008.RAWLJP3,2025-08-16 22:03:03,NHB250816220303.RAWLJP7,2025-08-16 22:10:08,NHB250816221008.RAWLJPA,2025-08-16 22:13:04,NHB250816221304.RAWLJPE
